Subject,SubjectID,Condition,trial_day,trial_time,trial_condition,experiment_day,days_past,day_no,RT,condition_time_box,Response,Total Number of Names,Unique Within Day,Unique Overall,Specific Description,Vague Description,Vague.Unique.Overall,Vague.Unique.Day,Specific.Unique.Overall,Specific.Unique.Day,Plural Exists,Only Number Exists
2041,ls7hxeywl0,BAR,Monday,midday,backward,Thursday,3,3,11745,Midday (noon - 6 pm),"Olivia, Mom",2,0,0,2,0,0,0,0,0,,
2041,ls7hxeywl0,BAR,Monday,morning,backward,Thursday,3,3,4530.4,Morning (until noon),Abbie,1,0,0,1,0,0,0,0,0,,
2042,mh9ow3tqoz,FOR,Tuesday,morning,forward,Friday,3,0,16122.3,Morning (until noon),xx,0,0,0,0,0,0,0,0,0,,
2042,mh9ow3tqoz,FOR,Tuesday,midday,forward,Friday,3,0,79551,Midday (noon - 6 pm),"Kelsey Libert, Edson Alpizar, Kendall Hester, Ajay Madhusudan, Marcus Barnhart",8,8,8,8,0,0,0,8,8,,
2042,mh9ow3tqoz,FOR,Tuesday,evening,forward,Friday,3,0,90619.2,Evening (after 6 pm),"Kelsey Libert, Melissa Manetsch, Edson Alpizar, Kendall Hester, Ajay Madhusudan, Marcus Barnhart",6,5,3,6,0,0,0,3,5,,
2042,mh9ow3tqoz,FOR,Wednesday,morning,forward,Friday,2,1,11393.6,Morning (until noon),xx,0,0,0,0,0,0,0,0,0,,
2042,mh9ow3tqoz,FOR,Wednesday,midday,forward,Friday,2,1,30732.2,Midday (noon - 6 pm),Kelsey Libert,1,1,0,1,0,0,0,0,1,,
2042,mh9ow3tqoz,FOR,Wednesday,evening,forward,Friday,2,1,13385.7,Evening (after 6 pm),"Kelsey Libert, Melissa Manetsch",2,1,1,2,0,0,0,1,1,,
2042,mh9ow3tqoz,FOR,Thursday,morning,forward,Friday,1,2,9261.5,Morning (until noon),xx,0,0,0,0,0,0,0,0,0,,
2042,mh9ow3tqoz,FOR,Thursday,midday,forward,Friday,1,2,18523.7,Midday (noon - 6 pm),Kelsey Libert,1,1,0,1,0,0,0,0,1,,
2042,mh9ow3tqoz,FOR,Thursday,evening,forward,Friday,1,2,17824.9,Evening (after 6 pm),"Kelsey Libert, Melissa Manetsch",2,1,0,2,0,0,0,0,1,,
2042,mh9ow3tqoz,FOR,Friday,morning,forward,Friday,0,3,5198.5,Morning (until noon),xx,0,0,0,0,0,0,0,0,0,,
2042,mh9ow3tqoz,FOR,Friday,midday,forward,Friday,0,3,25785.1,Midday (noon - 6 pm),"Kelsey Libert, Melissa Manetsch",2,2,0,2,0,0,0,0,2,,
2042,mh9ow3tqoz,FOR,Friday,evening,forward,Friday,0,3,12545.1,Evening (after 6 pm),"Kelsey Libert, Melissa Manetsch",2,0,0,2,0,0,0,0,0,,
2043,n5y7l0u7zs,FOR,Thursday,morning,forward,Sunday,3,0,43026.8,Morning (until noon),"Group of coworkers, Roommate and her boyfriend",6,6,6,6,0,0,0,6,6,y,
2043,n5y7l0u7zs,FOR,Thursday,midday,forward,Sunday,3,0,12025.2,Midday (noon - 6 pm),Roommate,1,1,1,1,0,0,0,1,1,,
2043,n5y7l0u7zs,FOR,Thursday,evening,forward,Sunday,3,0,20773.2,Evening (after 6 pm),"Samantha, Roommate, Cashier",3,2,2,2,1,1,1,1,1,,
2043,n5y7l0u7zs,FOR,Friday,morning,forward,Sunday,2,1,10367.3,Morning (until noon),Roommate,1,1,0,1,0,0,0,0,1,,
2043,n5y7l0u7zs,FOR,Friday,midday,forward,Sunday,2,1,12526.7,Midday (noon - 6 pm),Roommate,3,2,2,1,0,0,0,2,2,,
2043,n5y7l0u7zs,FOR,Friday,evening,forward,Sunday,2,1,10586.8,Evening (after 6 pm),"Samantha, Roommate",2,1,1,2,0,0,0,1,1,,
2043,n5y7l0u7zs,FOR,Saturday,morning,forward,Sunday,1,2,8131.3,Morning (until noon),Roommate,1,1,0,1,0,0,0,0,1,,
2043,n5y7l0u7zs,FOR,Saturday,midday,forward,Sunday,1,2,14456.8,Midday (noon - 6 pm),"Roommate, Roommate's Boyfriend",2,1,1,2,0,0,0,1,1,,
2043,n5y7l0u7zs,FOR,Saturday,evening,forward,Sunday,1,2,10469,Evening (after 6 pm),"Roommate, Cashier",2,1,1,1,1,0,1,1,0,,
2043,n5y7l0u7zs,FOR,Sunday,morning,forward,Sunday,0,3,9525.7,Morning (until noon),Roommate,1,1,0,1,0,0,0,0,1,,
2043,n5y7l0u7zs,FOR,Sunday,midday,forward,Sunday,0,3,7465.3,Midday (noon - 6 pm),Roommate,1,1,0,1,0,0,0,0,1,,
2043,n5y7l0u7zs,FOR,Sunday,evening,forward,Sunday,0,3,13326.1,Evening (after 6 pm),"Roommate, Cashier",2,1,1,1,1,0,1,1,0,,
2044,n6pbs2gzet,FR,FR,FR,FR,Monday,0,0,238414,"My mom- Pam, My dad- Scott, Stepbrother- Logan , Step Mom- Loretta , Boyfriend- Tony, Camryn- friend, Miranda- friend, Eric- boyfriends dad, Jen- Boyfriends mom, Sharbel, Diya, Abir, Karabo, Ami, Connor, Johnny , Henry , Liz",,18,,18,18,0,0,0,18,18,,
2045,oju3ht9ju5,FR,FR,FR,FR,Tuesday,0,0,252610,"my roommate, my boyfriend, my parents, my PSYC496 classmates and instructor, my PSYC333 classmates and instructor, my CMN368 classmates and instructor, my ART102 classmates and instructor, friend who drove me to Costco, cashier of Costco, cashier of Target, cashier of County Market, friend went to Costco with me, staff of the LAS office, staff of my apartment",,23,,23,16,7,7,7,16,16,y,
2046,pxowjohpjx,FR,FR,FR,FR,Wednesday,0,0,104742.8,"Haley, Billy, Sam, Kayla, Simon, Jessie, The other student from lab, The graduate student from lab",,8,,8,6,2,2,2,6,6,,
2047,q7a85fz60w,FOR,Thursday,morning,forward,Sunday,3,0,69064.5,Morning (until noon),"My friends from chemistry class at the cbtf , RSO people from a game night, one of my friends who works at the front desk at PAR, friends from a sociology discussion colin and Graham",13,13,13,13,0,0,0,13,13,y,
2047,q7a85fz60w,FOR,Thursday,midday,forward,Sunday,3,0,135956.2,Midday (noon - 6 pm),"Friends from the continuing game night , my girlfriend from a movie night, friends from RSO as well, friends from playing smash in the lobby",7,4,4,7,0,0,0,4,4,,
2047,q7a85fz60w,FOR,Thursday,evening,forward,Sunday,3,0,27671.3,Evening (after 6 pm),"My girlfriend from the movie night, post dinner  hangout with friends",3,2,2,3,0,0,0,2,2,y,
2047,q7a85fz60w,FOR,Friday,morning,forward,Sunday,2,1,87017,Morning (until noon),"my roommate and some of his friends, classmates from my psychopathology class",5,5,5,4,0,0,0,5,5,y,
2047,q7a85fz60w,FOR,Friday,midday,forward,Sunday,2,1,32579.1,Midday (noon - 6 pm),"friends from dinner at isr at 5:30 , my roommate and his friends",5,4,2,5,0,0,0,2,4,y,
2047,q7a85fz60w,FOR,Friday,evening,forward,Sunday,2,1,66976.5,Evening (after 6 pm),friends from dinner at isr ,2,0,0,2,0,0,0,0,0,y,
2047,q7a85fz60w,FOR,Saturday,morning,forward,Sunday,1,2,31333.6,Morning (until noon),"my girlfriend, people i study with, random guys at the bus stop",5,5,3,3,2,2,2,1,3,y,
2047,q7a85fz60w,FOR,Saturday,midday,forward,Sunday,1,2,24206.6,Midday (noon - 6 pm),"Friends from an RSO, people i knew from highschool",4,4,2,4,0,0,0,2,4,y,
2047,q7a85fz60w,FOR,Saturday,evening,forward,Sunday,1,2,28540.2,Evening (after 6 pm),"My girlfriend , People at an IV event ",3,2,2,1,3,1,1,1,1,y,
2047,q7a85fz60w,FOR,Sunday,morning,forward,Sunday,0,3,24157,Morning (until noon),"My girlfriend while at church, my girlfriends roommate and her boyfriend ",3,3,2,3,0,0,0,2,3,,
2047,q7a85fz60w,FOR,Sunday,midday,forward,Sunday,0,3,37264.6,Midday (noon - 6 pm),"my girlfriends roommate and her boyfriend, My girlfriend, My roommate over the phone, rodrick",4,2,1,4,0,0,0,1,2,,
2047,q7a85fz60w,FOR,Sunday,evening,forward,Sunday,0,3,20719.1,Evening (after 6 pm),"Jeremiah from the front desk, random guy i played uno with",2,2,2,1,1,1,1,1,1,,
2048,qgtf5uozaq,FOR,Sunday,morning,forward,Wednesday,3,0,23371.2,Morning (until noon),Nobody,0,0,0,0,0,0,0,0,0,,
2048,qgtf5uozaq,FOR,Sunday,midday,forward,Wednesday,3,0,10109.6,Midday (noon - 6 pm),My mother,1,1,1,1,0,0,0,1,1,,
2048,qgtf5uozaq,FOR,Sunday,evening,forward,Wednesday,3,0,33119.9,Evening (after 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
2048,qgtf5uozaq,FOR,Monday,morning,forward,Wednesday,2,1,29365.1,Morning (until noon),Sigmund 8:00am,1,1,1,1,0,0,0,1,1,,
2048,qgtf5uozaq,FOR,Monday,midday,forward,Wednesday,2,1,10494.6,Midday (noon - 6 pm),No body,0,0,0,0,0,0,0,0,0,,
2048,qgtf5uozaq,FOR,Monday,evening,forward,Wednesday,2,1,6998.5,Evening (after 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
2048,qgtf5uozaq,FOR,Tuesday,morning,forward,Wednesday,1,2,9605.8,Morning (until noon),Nobody,0,0,0,0,0,0,0,0,0,,
2048,qgtf5uozaq,FOR,Tuesday,midday,forward,Wednesday,1,2,14477.1,Midday (noon - 6 pm),Zachary,1,1,1,1,0,0,0,1,1,,
2048,qgtf5uozaq,FOR,Tuesday,evening,forward,Wednesday,1,2,11669.6,Evening (after 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
2048,qgtf5uozaq,FOR,Wednesday,morning,forward,Wednesday,0,3,7090.5,Morning (until noon),Lisa,1,1,1,1,0,0,0,1,1,,
2048,qgtf5uozaq,FOR,Wednesday,midday,forward,Wednesday,0,3,12385,Midday (noon - 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
2048,qgtf5uozaq,FOR,Wednesday,evening,forward,Wednesday,0,3,18106.4,Evening (after 6 pm),Not evening yet,0,0,0,0,0,0,0,0,0,,
2049,sc7x50n9wh,FR,FR,FR,FR,Tuesday,0,0,44026.8,FR,"Darren , Ishani, Angela, Justin, The people I bowled with in class",6,,6,4,2,2,2,4,4,y,
2050,suxe9dvxuc,BAR,Monday,evening,backward,Monday,0,0,452836.8,Evening (after 6 pm),"Jack, Joey, Varun, Alex, Alex, Saketh, Akarsh, Zach, Sam, Ethan, Drake, Will, Collin, Al, John, Jack, Gianni, Daniel, Jakub, Beni, Aashish, Itzel, Sydney",32,32,32,32,0,0,0,32,32,,
2050,suxe9dvxuc,BAR,Monday,midday,backward,Monday,0,0,52317.3,Midday (noon - 6 pm),"Jack, Joey, Varun, Alex, Alex, Saketh, Akarsh, Zach, Sam, Ethan, Drake, Will, Collin, Al, John, Jack, Nick, Josh",18,7,7,18,0,0,0,7,7,,
2050,suxe9dvxuc,BAR,Monday,morning,backward,Monday,0,0,61294.2,Morning (until noon),"Jack, Joey, Varun, Alex, Alex, Saketh, Akarsh, Zach, Sam, Ethan, Drake, Will, Collin, Al, John, Nick, Josh",17,4,4,17,0,0,0,4,4,,
2050,suxe9dvxuc,BAR,Sunday,evening,backward,Monday,1,1,1012258.2,Evening (after 6 pm),"Sid, Akarsh, Saketh, Austin, Joey, Jack, John, Sam, Alex, Alex, Varun, Will, Collin, Al",14,14,2,14,0,0,0,2,14,,
2050,suxe9dvxuc,BAR,Sunday,midday,backward,Monday,1,1,30904,Midday (noon - 6 pm),"Sid, Akarsh, Saketh, Austin, Joey, Jack, John, Sam, Alex, Alex, Varun, Will, Collin, Al",14,1,1,14,0,0,0,1,1,,
2050,suxe9dvxuc,BAR,Sunday,morning,backward,Monday,1,1,30078.1,Morning (until noon),"Sid, Akarsh, Saketh, Austin, Joey, Jack, John, Sam, Alex, Alex, Varun, Will, Collin, Al, Jacob",15,0,0,15,0,0,0,0,0,,
2050,suxe9dvxuc,BAR,Saturday,evening,backward,Monday,2,2,539605.9,Evening (after 6 pm),"Sid, Akarsh, Saketh, Austin, Varun, Will, Zach, Alex, Alex, Jack, John, Ethan, Drake, Al, Collin, Joey, Jack, Brendan, Jason, Imran, Josh, Nick, Sam, Jill, Mikayla, Ashley, Francesca, Laiba, Itzel, Maryam, Sydney, Florime, Aliyah",33,33,12,33,0,0,0,12,33,,
2050,suxe9dvxuc,BAR,Saturday,midday,backward,Monday,2,2,31614.5,Midday (noon - 6 pm),"Sid, Akarsh, Saketh, Austin, Varun, Will, Zach, Alex, Alex, Jack, John, Ethan, Drake, Al, Collin, Joey, Jack, Imran, Josh, Nick, Sam",21,0,0,21,0,0,0,0,0,,
2050,suxe9dvxuc,BAR,Saturday,morning,backward,Monday,2,2,8605.4,Morning (until noon),"Sid, Akarsh, Saketh, Austin, Varun, Will, Zach, Alex, Alex, Jack, John, Ethan, Drake, Al, Collin, Joey, Jack, Imran, Josh, Nick, Sam",21,0,0,21,0,0,0,0,0,,
2050,suxe9dvxuc,BAR,Friday,evening,backward,Monday,3,3,4742.9,Evening (after 6 pm),"Sid, Akarsh, Saketh, Austin, Varun, Will, Zach, Alex, Alex, Jack, John, Ethan, Drake, Al, Collin, Joey, Jack, Imran, Josh, Nick, Sam",21,21,0,21,0,0,0,0,21,,
2050,suxe9dvxuc,BAR,Friday,midday,backward,Monday,3,3,4514.5,Midday (noon - 6 pm),"Sid, Akarsh, Saketh, Austin, Varun, Will, Zach, Alex, Alex, Jack, John, Ethan, Drake, Al, Collin, Joey, Jack, Imran, Josh, Nick, Sam",21,0,0,21,0,0,0,0,0,,
2050,suxe9dvxuc,BAR,Friday,morning,backward,Monday,3,3,2301.7,Morning (until noon),"Sid, Akarsh, Saketh, Austin, Varun, Will, Zach, Alex, Alex, Jack, John, Ethan, Drake, Al, Collin, Joey, Jack, Imran, Josh, Nick, Sam",21,0,0,21,0,0,0,0,0,,
2051,szxgyx7u2j,BAR,Tuesday,evening,backward,Tuesday,0,0,29354.3,Evening (after 6 pm),"my roommate daisy, my roommate nicole",2,2,2,2,0,0,0,2,2,,
2051,szxgyx7u2j,BAR,Tuesday,midday,backward,Tuesday,0,0,45328.5,Midday (noon - 6 pm),My group consisting of 3 other girls in PSYCH 100 discussion section,3,3,3,3,0,0,0,3,3,,
2051,szxgyx7u2j,BAR,Tuesday,morning,backward,Tuesday,0,0,27440.9,Morning (until noon),"the girl next to me in HDFS 425 , my professor in HDFS 425",2,2,2,1,1,1,1,1,1,,
2051,szxgyx7u2j,BAR,Monday,evening,backward,Tuesday,1,1,34059.6,Evening (after 6 pm),"Daisy my roommate, Nicole my roommate",2,2,0,2,0,0,0,0,2,,
2051,szxgyx7u2j,BAR,Monday,midday,backward,Tuesday,1,1,16262.6,Midday (noon - 6 pm),"Daisy my roommate, Nicole my roommate",2,0,0,2,0,0,0,0,0,,
2051,szxgyx7u2j,BAR,Monday,morning,backward,Tuesday,1,1,8694.5,Morning (until noon),"Boris my boyfriend, My boyfriends mom",2,0,0,2,0,0,0,0,0,,
2051,szxgyx7u2j,BAR,Sunday,evening,backward,Tuesday,2,2,17257.5,Evening (after 6 pm),"Nicole my roommate, Daisy my roommate, Boris my boyfriend",3,3,2,3,0,0,0,2,3,,
2051,szxgyx7u2j,BAR,Sunday,midday,backward,Tuesday,2,2,10726.8,Midday (noon - 6 pm),Boris my boyfriend,1,1,0,1,0,0,0,0,1,,
2051,szxgyx7u2j,BAR,Sunday,morning,backward,Tuesday,2,2,6667.9,Morning (until noon),Boris my boyfriend,1,0,0,1,0,0,0,0,0,,
2051,szxgyx7u2j,BAR,Saturday,evening,backward,Tuesday,3,3,274286.8,Evening (after 6 pm),"Boris my boyfriend, daisy my roommate, nicole my roommate",3,3,1,3,0,0,0,1,3,,
2051,szxgyx7u2j,BAR,Saturday,midday,backward,Tuesday,3,3,69472.5,Midday (noon - 6 pm),"Boris my boyfriend, daisy my roommate, nicole my roommate",3,0,0,3,0,0,0,0,0,,
2051,szxgyx7u2j,BAR,Saturday,morning,backward,Tuesday,3,3,23046.1,Morning (until noon),"Boris my boyfriend, daisy my roommate, nicole my roommate",3,0,0,3,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Tuesday,evening,backward,Tuesday,0,0,17945,Evening (after 6 pm),"mom, sister, brother",3,3,3,3,0,0,0,3,3,,
2052,t4jephkyvd,BAR,Tuesday,midday,backward,Tuesday,0,0,11700,Midday (noon - 6 pm),none,0,0,0,0,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Tuesday,morning,backward,Tuesday,0,0,4102,Morning (until noon),none,0,0,0,0,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Monday,evening,backward,Tuesday,1,1,12384,Evening (after 6 pm),I don't remember,0,0,0,0,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Monday,midday,backward,Tuesday,1,1,9028,Midday (noon - 6 pm),I don't remember,0,0,0,0,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Monday,morning,backward,Tuesday,1,1,8807,Morning (until noon),I don't remember,0,0,0,0,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Sunday,evening,backward,Tuesday,2,2,9600,Evening (after 6 pm),I don't remember,0,0,0,0,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Sunday,midday,backward,Tuesday,2,2,6598,Midday (noon - 6 pm),I don't remember,0,0,0,0,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Sunday,morning,backward,Tuesday,2,2,6689,Morning (until noon),I don't remember,0,0,0,0,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Saturday,evening,backward,Tuesday,3,3,9439,Evening (after 6 pm),I don't remember,0,0,0,0,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Saturday,midday,backward,Tuesday,3,3,7282,Midday (noon - 6 pm),I don't remember,0,0,0,0,0,0,0,0,0,,
2052,t4jephkyvd,BAR,Saturday,morning,backward,Tuesday,3,3,9920,Morning (until noon),I don't remember,0,0,0,0,0,0,0,0,0,,
2053,tjhp8khlt6,FOR,Monday,morning,forward,Thursday,3,0,19378.4,Morning (until noon),my mother,4,4,4,4,0,0,0,4,4,,
2053,tjhp8khlt6,FOR,Monday,midday,forward,Thursday,3,0,13933.3,Midday (noon - 6 pm),no,0,0,0,0,0,0,0,0,0,,
2053,tjhp8khlt6,FOR,Monday,evening,forward,Thursday,3,0,5420.8,Evening (after 6 pm),my parents,2,2,2,2,0,0,0,2,2,,
2053,tjhp8khlt6,FOR,Tuesday,morning,forward,Thursday,2,1,10246.8,Morning (until noon),my parents,2,2,0,2,0,0,0,0,2,,
2053,tjhp8khlt6,FOR,Tuesday,midday,forward,Thursday,2,1,9925.9,Midday (noon - 6 pm),no,0,0,0,0,0,0,0,0,0,,
2053,tjhp8khlt6,FOR,Tuesday,evening,forward,Thursday,2,1,2581.9,Evening (after 6 pm),my parents,2,0,0,2,0,0,0,0,0,,
2053,tjhp8khlt6,FOR,Wednesday,morning,forward,Thursday,1,2,2966.3,Morning (until noon),my parents,2,2,0,2,0,0,0,0,2,,
2053,tjhp8khlt6,FOR,Wednesday,midday,forward,Thursday,1,2,6270.4,Midday (noon - 6 pm),a friend,1,1,1,1,0,0,0,1,1,,
2053,tjhp8khlt6,FOR,Wednesday,evening,forward,Thursday,1,2,2094.2,Evening (after 6 pm),my parents,2,0,0,2,0,0,0,0,0,,
2053,tjhp8khlt6,FOR,Thursday,morning,forward,Thursday,0,3,4054.2,Morning (until noon),my parents,2,2,0,2,0,0,0,0,2,,
2053,tjhp8khlt6,FOR,Thursday,midday,forward,Thursday,0,3,3158.3,Midday (noon - 6 pm),no,0,0,0,0,0,0,0,0,0,,
2053,tjhp8khlt6,FOR,Thursday,evening,forward,Thursday,0,3,1622.7,Evening (after 6 pm),my parents,2,0,0,2,0,0,0,0,0,,
2054,u3mxx25fmm,FR,FR,FR,FR,Sunday,0,0,76010.6,FR,"Amy, Richard, Diana, Eric, Ethan, Eric W, Meghan, Erin H, Sarah, Will, Aanan, Kacper, Adam, Josh, Nolan, Ellice, Jace, Becky, McKayla, Madison",10,,10,10,0,0,0,10,10,,
2055,utwa6f950z,FOR,Saturday,morning,forward,Tuesday,3,0,22543.3,Morning (until noon),Debbie,15,15,15,15,0,0,0,15,15,,
2055,utwa6f950z,FOR,Saturday,midday,forward,Tuesday,3,0,14193.1,Midday (noon - 6 pm),"Joanne, Gracie, Maggie",3,0,0,3,0,0,0,0,0,,
2055,utwa6f950z,FOR,Saturday,evening,forward,Tuesday,3,0,9444.9,Evening (after 6 pm),"Alberto, Stavros",2,2,2,2,0,0,0,2,2,,
2055,utwa6f950z,FOR,Sunday,morning,forward,Tuesday,2,1,30649.6,Morning (until noon),"Adam, Joanne, Shaan, Eric, Debbie, Deborah",6,6,4,6,0,0,0,4,6,,
2055,utwa6f950z,FOR,Sunday,midday,forward,Tuesday,2,1,11600.2,Midday (noon - 6 pm),Joanne,1,1,1,1,0,0,0,1,1,,
2055,utwa6f950z,FOR,Sunday,evening,forward,Tuesday,2,1,12678.3,Evening (after 6 pm),"Bridget, Julia, Chloe, Shaan",4,3,3,0,0,0,0,3,3,,
2055,utwa6f950z,FOR,Monday,morning,forward,Tuesday,1,2,15513.4,Morning (until noon),"Bridget, Julia, Chloe",3,2,1,3,0,0,0,1,2,,
2055,utwa6f950z,FOR,Monday,midday,forward,Tuesday,1,2,6854.9,Midday (noon - 6 pm),"Calif, Joanne",2,0,0,2,0,0,0,0,0,,
2055,utwa6f950z,FOR,Monday,evening,forward,Tuesday,1,2,30988.4,Evening (after 6 pm),"Joanne, Calif, Audrey, Hannah, Nicole, David, Matthew, Andie, Jenna, Seth",10,8,7,10,0,0,0,7,8,,
2055,utwa6f950z,FOR,Tuesday,morning,forward,Tuesday,0,3,6267.1,Morning (until noon),Bridget,1,1,1,1,0,0,0,1,1,,
2055,utwa6f950z,FOR,Tuesday,midday,forward,Tuesday,0,3,8978.9,Midday (noon - 6 pm),"Bridget, Chloe, Deborah, Julia",4,3,0,4,0,0,0,0,3,,
2055,utwa6f950z,FOR,Tuesday,evening,forward,Tuesday,0,3,8195.2,Evening (after 6 pm),N/a,0,0,0,0,0,0,0,0,0,,
2056,vflcr2wl32,FOR,Monday,morning,forward,Thursday,3,0,21799.8,Morning (until noon),"my roomate, janay, makayla",3,3,3,3,0,0,0,3,3,,
2056,vflcr2wl32,FOR,Monday,midday,forward,Thursday,3,0,15225.4,Midday (noon - 6 pm),"ari, nevin",12,12,12,12,0,0,0,12,12,,
2056,vflcr2wl32,FOR,Monday,evening,forward,Thursday,3,0,12279.5,Evening (after 6 pm),elijah,1,1,1,1,0,0,0,1,1,,
2056,vflcr2wl32,FOR,Tuesday,morning,forward,Thursday,2,1,31474.6,Morning (until noon),"my roomate, rhaniya, dining hall servers, dad, brother, mom, cousin, cousins friend, aunt",10,10,9,8,2,2,2,7,8,y,
2056,vflcr2wl32,FOR,Tuesday,midday,forward,Thursday,2,1,14962.6,Midday (noon - 6 pm),"dad, brother, mom",3,3,0,3,0,0,0,0,3,,
2056,vflcr2wl32,FOR,Tuesday,evening,forward,Thursday,2,1,10890.4,Evening (after 6 pm),"aunt, cousin, cousins friend",3,3,3,3,0,0,0,3,3,,
2056,vflcr2wl32,FOR,Wednesday,morning,forward,Thursday,1,2,8594.6,Morning (until noon),"mom, dad, brother",3,3,0,3,0,0,0,0,3,,
2056,vflcr2wl32,FOR,Wednesday,midday,forward,Thursday,1,2,4565.8,Midday (noon - 6 pm),"mom, dad, brother",3,0,0,3,0,0,0,0,0,,
2056,vflcr2wl32,FOR,Wednesday,evening,forward,Thursday,1,2,4825.9,Evening (after 6 pm),"mom, dad, brother",3,0,0,3,0,0,0,0,0,,
2056,vflcr2wl32,FOR,Thursday,morning,forward,Thursday,0,3,6253.3,Morning (until noon),"mom, dad",2,2,0,2,0,0,0,0,2,,
2056,vflcr2wl32,FOR,Thursday,midday,forward,Thursday,0,3,7979.4,Midday (noon - 6 pm),"mom, dad, brother",3,1,1,3,0,0,0,1,1,,
2056,vflcr2wl32,FOR,Thursday,evening,forward,Thursday,0,3,4355.9,Evening (after 6 pm),"mom, dad, brother",3,0,0,3,0,0,0,0,0,,
2057,vlysrlkafp,FOR,Tuesday,morning,forward,Friday,3,0,20346.2,Morning (until noon),"sammie kapsis, eirene kapsis, vaso kapsis, dimitris kapsis",8,8,8,8,0,0,0,8,8,,
2057,vlysrlkafp,FOR,Tuesday,midday,forward,Friday,3,0,18944.5,Midday (noon - 6 pm),"sammie kapsis, eirene kapsis, vaso kapsis, dimitris kapsis",4,4,4,4,0,0,0,4,4,,
2057,vlysrlkafp,FOR,Tuesday,evening,forward,Friday,3,0,8524,Evening (after 6 pm),"sammie kapsis, eirene kapsis, vaso kapsis, dimitris kapsis",4,0,0,4,0,0,0,0,0,,
2057,vlysrlkafp,FOR,Wednesday,morning,forward,Friday,2,1,4747.9,Morning (until noon),"sammie kapsis, eirene kapsis, vaso kapsis, dimitris kapsis",4,4,0,4,0,0,0,0,4,,
2057,vlysrlkafp,FOR,Wednesday,midday,forward,Friday,2,1,3078,Midday (noon - 6 pm),"sammie kapsis, eirene kapsis, vaso kapsis, dimitris kapsis",5,1,1,4,0,0,0,1,1,,
2057,vlysrlkafp,FOR,Wednesday,evening,forward,Friday,2,1,1896.5,Evening (after 6 pm),"sammie kapsis, eirene kapsis, vaso kapsis, dimitris kapsis",4,0,0,4,0,0,0,0,0,,
2057,vlysrlkafp,FOR,Thursday,morning,forward,Friday,1,2,2860.3,Morning (until noon),"sammie kapsis, eirene kapsis, vaso kapsis, dimitris kapsis",4,4,0,4,0,0,0,0,4,,
2057,vlysrlkafp,FOR,Thursday,midday,forward,Friday,1,2,1328.6,Midday (noon - 6 pm),"sammie kapsis, eirene kapsis, vaso kapsis, dimitris kapsis",4,0,0,4,0,0,0,0,0,,
2057,vlysrlkafp,FOR,Thursday,evening,forward,Friday,1,2,1850.3,Evening (after 6 pm),"sammie kapsis, eirene kapsis, vaso kapsis, dimitris kapsis",4,0,0,4,0,0,0,0,0,,
2057,vlysrlkafp,FOR,Friday,morning,forward,Friday,0,3,28069.8,Morning (until noon),"tom, karen, carolynn, britanny, jade, siona",6,6,6,6,0,0,0,6,6,,
2057,vlysrlkafp,FOR,Friday,midday,forward,Friday,0,3,10648.7,Midday (noon - 6 pm),"siona, tom",2,2,2,2,0,0,0,2,2,,
2057,vlysrlkafp,FOR,Friday,evening,forward,Friday,0,3,4457.9,Evening (after 6 pm),siona,1,0,0,1,0,0,0,0,0,,
2058,vyft1gd8xk,FOR,Friday,morning,forward,Monday,3,0,25800.6,Morning (until noon),"Roommate, girlfriend",4,4,4,4,0,0,0,4,4,,
2058,vyft1gd8xk,FOR,Friday,midday,forward,Monday,3,0,8637.6,Midday (noon - 6 pm),girlfriend,6,6,2,6,0,0,0,2,6,,
2058,vyft1gd8xk,FOR,Friday,evening,forward,Monday,3,0,5161.1,Evening (after 6 pm),"Mom, dad, brother",3,3,3,3,0,0,0,3,3,,
2058,vyft1gd8xk,FOR,Saturday,morning,forward,Monday,2,1,17579,Morning (until noon),"Mom, dad, brother",3,3,0,3,0,0,0,0,3,,
2058,vyft1gd8xk,FOR,Saturday,midday,forward,Monday,2,1,3995.2,Midday (noon - 6 pm),"Mom, dad, brother",4,1,1,4,0,0,0,1,1,,
2058,vyft1gd8xk,FOR,Saturday,evening,forward,Monday,2,1,7164.7,Evening (after 6 pm),"mom, brother, dad",3,0,0,3,0,0,0,0,0,,
2058,vyft1gd8xk,FOR,Sunday,morning,forward,Monday,1,2,4246,Morning (until noon),girlfriend,1,1,0,1,0,0,0,0,1,,
2058,vyft1gd8xk,FOR,Sunday,midday,forward,Monday,1,2,5603,Midday (noon - 6 pm),girlfriend,1,0,0,1,0,0,0,0,0,,
